Rank,Team,GM,W-L,PTS,PPG,OPP PTS,OPP PPG,SCR MAR
13,Duke (ACC),36,30-6,"2,778",77.2,"2,350",65.3,11.9
318,Duquesne (Atlantic 10),30,8-22,"2,028",67.6,"2,269",75.6,-8
76,East Carolina (C-USA),35,23-12,"2,679",76.5,"2,484",71,5.6
263,Eastern Ill. (OVC),32,11-21,"1,933",60.4,"2,055",64.2,-3.8
49,Eastern Ky. (OVC),35,25-10,"2,586",73.9,"2,303",65.8,8.1
239,Eastern Mich. (MAC),34,16-18,"1,926",56.6,"2,011",59.1,-2.5
286,Eastern Wash. (Big Sky),31,10-21,"2,146",69.2,"2,310",74.5,-5.3
104,Elon (SoCon),33,21-12,"2,273",68.9,"2,144",65,3.9
328,ETSU (ASUN),32,10-22,"1,994",62.3,"2,284",71.4,-9.1
118,Evansville (MVC),36,21-15,"2,490",69.2,"2,374",65.9,3.2
153,Fairfield (MAAC),35,19-16,"2,122",60.6,"2,071",59.2,1.5
341,Fairleigh Dickinson (NEC),31,7-24,"2,034",65.6,"2,448",79,-13.4
68,FGCU (ASUN),37,26-11,"2,696",72.9,"2,469",66.7,6.1
186,FIU (Sun Belt),32,18-14,"2,210",69.1,"2,209",69,0
237,Fla. Atlantic (Sun Belt),32,14-18,"2,092",65.4,"2,164",67.6,-2.3
306,Florida A&M (MEAC),31,8-23,"2,015",65,"2,235",72.1,-7.1
224,Florida St. (ACC),34,18-16,"2,278",67,"2,329",68.5,-1.5
2,Florida (SEC),37,29-8,"2,642",71.4,"2,012",54.4,17
338,Fordham (Atlantic 10),31,7-24,"1,997",64.4,"2,353",75.9,-11.5
214,Fresno St. (Mountain West),30,11-19,"1,798",59.9,"1,829",61,-1
331,Furman (SoCon),31,7-24,"1,869",60.3,"2,180",70.3,-10
249,Ga. Southern (SoCon),33,14-19,"2,050",62.1,"2,148",65.1,-3
86,Gardner-Webb (Big South),34,21-13,"2,236",65.8,"2,066",60.8,5
136,George Mason (CAA),38,22-16,"2,587",68.1,"2,504",65.9,2.2
168,George Washington (Atlantic 10),30,13-17,"1,988",66.3,"1,966",65.5,0.7
46,Georgetown (AAC),32,25-7,"2,070",64.7,"1,806",56.4,8.3
159,Georgia St. (CAA),31,15-16,"2,114",68.2,"2,075",66.9,1.3
140,Georgia Tech (ACC),31,16-15,"1,993",64.3,"1,933",62.4,1.9
204,Georgia (SEC),32,15-17,"1,946",60.8,"1,971",61.6,-0.8
1,Gonzaga (WCC),35,32-3,"2,696",77,"2,095",59.9,17.2
345,Grambling (SWAC),28,0-28,"1,391",49.7,"2,138",76.4,-26.7
120,Green Bay (Horizon),34,18-16,"2,247",66.1,"2,142",63,3.1
225,Hampton (MEAC),31,14-17,"1,936",62.5,"1,983",64,-1.5
215,Hartford (America East),31,17-14,"1,863",60.1,"1,898",61.2,-1.1
98,Harvard (Ivy League),30,20-10,"2,049",68.3,"1,924",64.1,4.2
163,Hawaii (Big West),32,17-15,"2,336",73,"2,305",72,1
78,High Point (Big South),31,17-14,"2,221",71.6,"2,052",66.2,5.5
319,Hofstra (CAA),32,7-25,"1,873",58.5,"2,132",66.6,-8.1
253,Holy Cross (Patriot),30,12-18,"1,834",61.1,"1,929",64.3,-3.2
252,Houston Baptist (GWC),31,14-17,"1,982",63.9,"2,080",67.1,-3.2
88,Houston (C-USA),33,20-13,"2,578",78.1,"2,420",73.3,4.8
322,Howard (MEAC),31,7-24,"1,615",52.1,"1,868",60.3,-8.2
307,Idaho St. (Big Sky),30,6-24,"1,710",57,"1,928",64.3,-7.3
210,Idaho (WAC),30,12-18,"2,050",68.3,"2,079",69.3,-1
72,Illinois St. (MVC),33,18-15,"2,460",74.5,"2,265",68.6,5.9
107,Illinois (Big Ten),36,23-13,"2,465",68.5,"2,332",64.8,3.7
191,Indiana St. (MVC),33,18-15,"2,159",65.4,"2,164",65.6,-0.2
3,Indiana (Big Ten),36,29-7,"2,831",78.6,"2,236",62.1,16.5
100,Iona (MAAC),34,20-14,"2,733",80.4,"2,595",76.3,4.1
44,Iowa St. (Big 12),35,23-12,"2,779",79.4,"2,486",71,8.4
58,Iowa (Big Ten),38,25-13,"2,665",70.1,"2,388",62.8,7.3
337,IUPUI (Summit League),32,6-26,"2,096",65.5,"2,451",76.6,-11.1
285,Jackson St. (SWAC),29,11-18,"1,920",66.2,"2,073",71.5,-5.3
155,Jacksonville St. (OVC),28,17-11,"1,857",66.3,"1,817",64.9,1.4
259,Jacksonville (ASUN),32,14-18,"2,181",68.2,"2,300",71.9,-3.7
175,James Madison (CAA),36,21-15,"2,346",65.2,"2,326",64.6,0.6
329,Kansas City (Summit League),32,8-24,"1,950",60.9,"2,252",70.4,-9.4
43,Kansas St. (Big 12),35,27-8,"2,414",69,"2,115",60.4,8.5
7,Kansas (Big 12),37,31-6,"2,782",75.2,"2,292",61.9,13.2
333,Kennesaw St. (ASUN),30,3-27,"1,831",61,"2,150",71.7,-10.6
119,Kent St. (MAC),35,21-14,"2,484",71,"2,373",67.8,3.2
48,Kentucky (SEC),33,21-12,"2,396",72.6,"2,127",64.5,8.2
75,La Salle (Atlantic 10),34,24-10,"2,450",72.1,"2,257",66.4,5.7
184,Lafayette (Patriot),34,19-15,"2,349",69.1,"2,346",69,0.1
344,Lamar University (Southland),31,3-28,"1,862",60.1,"2,398",77.4,-17.3
52,Lehigh (Patriot),31,21-10,"2,266",73.1,"2,022",65.2,7.9
206,Liberty (Big South),36,15-21,"2,489",69.1,"2,519",70,-0.8
308,Lipscomb (ASUN),30,12-18,"2,079",69.3,"2,300",76.7,-7.4
192,Little Rock (Sun Belt),32,17-15,"2,127",66.5,"2,132",66.6,-0.2
131,LIU (NEC),34,20-14,"2,677",78.7,"2,589",76.1,2.6
268,LMU (CA) (WCC),34,11-23,"2,202",64.8,"2,338",68.8,-4
234,Long Beach St. (Big West),33,19-14,"2,291",69.4,"2,360",71.5,-2.1
340,Longwood (Big South),33,8-25,"2,270",68.8,"2,687",81.4,-12.6
30,Louisiana Tech (WAC),34,27-7,"2,470",72.6,"2,151",63.3,9.4
238,Louisiana (Sun Belt),33,13-20,"2,337",70.8,"2,413",73.1,-2.3
4,Louisville (AAC),40,35-5,"2,978",74.5,"2,351",58.8,15.7
139,Loyola Chicago (Horizon),31,15-16,"1,995",64.4,"1,934",62.4,2
114,Loyola Maryland (MAAC),35,23-12,"2,341",66.9,"2,221",63.5,3.4
145,LSU (SEC),31,19-12,"2,194",70.8,"2,138",69,1.8
257,Maine (America East),30,11-19,"1,988",66.3,"2,091",69.7,-3.4
226,Manhattan (MAAC),32,14-18,"1,865",58.3,"1,916",59.9,-1.6
277,Marist (MAAC),31,10-21,"2,045",66,"2,191",70.7,-4.7
77,Marquette (AAC),35,26-9,"2,382",68.1,"2,191",62.6,5.5
259,Marshall (C-USA),32,13-19,"2,208",69,"2,327",72.7,-3.7
63,Maryland (ACC),38,25-13,"2,688",70.7,"2,433",64,6.7
158,Massachusetts (Atlantic 10),33,21-12,"2,408",73,"2,366",71.7,1.3
261,McNeese (Southland),31,14-17,"2,055",66.3,"2,172",70.1,-3.8
27,Memphis (C-USA),36,31-5,"2,681",74.5,"2,335",64.9,9.6
65,Mercer (ASUN),36,24-12,"2,371",65.9,"2,135",59.3,6.6
33,Miami (FL) (ACC),36,29-7,"2,509",69.7,"2,181",60.6,9.1
293,Miami (OH) (MAC),31,9-22,"1,954",63,"2,128",68.6,-5.6
37,Michigan St. (Big Ten),36,27-9,"2,448",68,"2,129",59.1,8.9
12,Michigan (Big Ten),39,31-8,"2,932",75.2,"2,467",63.3,11.9
9,Middle Tenn. (Sun Belt),34,28-6,"2,405",70.7,"1,974",58.1,12.7
319,Milwaukee (Horizon),32,8-24,"2,005",62.7,"2,264",70.8,-8.1
66,Minnesota (Big Ten),34,21-13,"2,337",68.7,"2,115",62.2,6.5
327,Mississippi St. (SEC),32,10-22,"1,940",60.6,"2,224",69.5,-8.9
335,Mississippi Val. (SWAC),28,5-23,"1,765",63,"2,069",73.9,-10.9
283,Missouri St. (MVC),33,11-22,"1,966",59.6,"2,136",64.7,-5.2
29,Missouri (SEC),34,23-11,"2,588",76.1,"2,268",66.7,9.4
315,Monmouth (NEC),31,10-21,"2,009",64.8,"2,252",72.6,-7.8
235,Montana St. (Big Sky),30,13-17,"2,118",70.6,"2,181",72.7,-2.1
92,Montana (Big Sky),32,25-7,"2,238",69.9,"2,096",65.5,4.4
198,Morehead St. (OVC),33,15-18,"2,396",72.6,"2,408",73,-0.4
137,Morgan St. (MEAC),32,17-15,"2,162",67.6,"2,094",65.4,2.1
228,Mount St. Mary's (NEC),32,18-14,"2,233",69.8,"2,289",71.5,-1.8
69,Murray St. (OVC),31,21-10,"2,257",72.8,"2,071",66.8,6
179,N.C. A&T (MEAC),37,20-17,"2,299",62.1,"2,291",61.9,0.2
22,N.C. Central (MEAC),31,22-9,"2,079",67.1,"1,758",56.7,10.4
295,Navy (Patriot),31,8-23,"1,709",55.1,"1,888",60.9,-5.8
59,NC State (ACC),35,24-11,"2,708",77.4,"2,458",70.2,7.1
284,Nebraska (Big Ten),33,15-18,"1,923",58.3,"2,094",63.5,-5.2
272,Nevada (Mountain West),31,12-19,"2,092",67.5,"2,229",71.9,-4.4
241,New Hampshire (America East),29,9-20,"1,745",60.2,"1,819",62.7,-2.6
82,New Mexico St. (WAC),35,24-11,"2,355",67.3,"2,175",62.1,5.1
62,New Mexico (Mountain West),35,29-6,"2,355",67.3,"2,120",60.6,6.7
301,New Orleans (Independent),26,8-18,"1,791",68.9,"1,958",75.3,-6.4
148,Niagara (MAAC),33,19-14,"2,436",73.8,"2,379",72.1,1.7
292,Nicholls (Southland),30,9-21,"2,020",67.3,"2,187",72.9,-5.6
71,NJIT (GWC),29,16-13,"2,042",70.4,"1,869",64.4,6
165,Norfolk St. (MEAC),33,21-12,"2,188",66.3,"2,162",65.5,0.8
57,North Carolina (ACC),36,25-11,"2,760",76.7,"2,492",69.2,7.4
18,North Dakota St. (Summit League),34,24-10,"2,282",67.1,"1,906",56.1,11.1
200,North Dakota (Big Sky),33,16-17,"2,222",67.3,"2,243",68,-0.6
258,North Florida (ASUN),32,13-19,"2,119",66.2,"2,235",69.8,-3.6
242,North Texas (Sun Belt),32,12-20,"2,117",66.2,"2,201",68.8,-2.6
174,Northeastern (CAA),33,20-13,"2,273",68.9,"2,254",68.3,0.6
324,Northern Ariz. (Big Sky),32,11-21,"2,140",66.9,"2,411",75.3,-8.5
183,Northern Colo. (Big Sky),31,13-18,"2,184",70.5,"2,181",70.4,0.1
326,Northern Ill. (MAC),30,5-25,"1,619",54,"1,885",62.8,-8.9
42,Northwestern St. (Southland),32,23-9,"2,559",80,"2,285",71.4,8.6
247,Northwestern (Big Ten),32,13-19,"1,943",60.7,"2,037",63.7,-2.9
67,Notre Dame (AAC),35,25-10,"2,450",70,"2,222",63.5,6.5
220,Oakland (Summit League),33,16-17,"2,444",74.1,"2,485",75.3,-1.2
19,Ohio St. (Big Ten),37,29-8,"2,597",70.2,"2,197",59.4,10.8
51,Ohio (MAC),34,24-10,"2,464",72.5,"2,192",64.5,8
39,Oklahoma St. (Big 12),33,24-9,"2,371",71.8,"2,079",63,8.8
95,Oklahoma (Big 12),32,20-12,"2,260",70.6,"2,122",66.3,4.3
296,Old Dominion (CAA),30,5-25,"1,947",64.9,"2,128",70.9,-6
23,Ole Miss (SEC),36,27-9,"2,779",77.2,"2,409",66.9,10.3
99,Oral Roberts (Southland),35,20-15,"2,484",71,"2,341",66.9,4.1
147,Oregon St. (Pac-12),32,14-18,"2,304",72,"2,248",70.3,1.8
50,Oregon (Pac-12),37,28-9,"2,650",71.6,"2,352",63.6,8.1
121,Pacific (Big West),35,22-13,"2,344",67,"2,238",63.9,3
303,Penn St. (Big Ten),31,10-21,"1,910",61.6,"2,115",68.2,-6.6
290,Penn (Ivy League),31,9-22,"1,947",62.8,"2,117",68.3,-5.5
275,Pepperdine (WCC),30,12-18,"1,883",62.8,"2,021",67.4,-4.6
8,Pittsburgh (AAC),33,24-9,"2,282",69.2,"1,847",56,13.2
264,Portland St. (Big Sky),28,8-20,"1,929",68.9,"2,037",72.8,-3.9
310,Portland (WCC),32,11-21,"1,951",61,"2,189",68.4,-7.4
217,Prairie View (SWAC),34,15-19,"2,182",64.2,"2,223",65.4,-1.2
321,Presbyterian (Big South),32,8-24,"1,987",62.1,"2,248",70.3,-8.2
69,Princeton (Ivy League),28,17-11,"1,803",64.4,"1,635",58.4,6
126,Providence (AAC),34,19-15,"2,299",67.6,"2,206",64.9,2.7
162,Purdue Fort Wayne (Summit League),33,16-17,"2,213",67.1,"2,178",66,1.1
161,Purdue (Big Ten),34,16-18,"2,252",66.2,"2,210",65,1.2
182,Quinnipiac (NEC),31,15-16,"2,225",71.8,"2,220",71.6,0.2
222,Radford (Big South),32,13-19,"2,136",66.8,"2,179",68.1,-1.3
291,Rhode Island (Atlantic 10),29,8-21,"1,786",61.6,"1,947",67.1,-5.6
332,Rice (C-USA),31,5-26,"1,875",60.5,"2,199",70.9,-10.5
112,Richmond (Atlantic 10),34,19-15,"2,380",70,"2,262",66.5,3.5
177,Rider (MAAC),34,19-15,"2,166",63.7,"2,149",63.2,0.5
82,Robert Morris (NEC),35,24-11,"2,480",70.9,"2,300",65.7,5.1
205,Rutgers (AAC),31,15-16,"2,027",65.4,"2,052",66.2,-0.8
209,Sacramento St. (Big Sky),29,14-15,"1,876",64.7,"1,904",65.7,-1
298,Sacred Heart (NEC),29,9-20,"2,036",70.2,"2,212",76.3,-6.1
334,Saint Francis (PA) (NEC),29,5-24,"1,804",62.2,"2,117",73,-10.8
117,Saint Joseph's (Atlantic 10),32,18-14,"2,150",67.2,"2,045",63.9,3.3
25,Saint Louis (Atlantic 10),35,28-7,"2,388",68.2,"2,036",58.2,10.1
15,Saint Mary's (CA) (WCC),35,28-7,"2,610",74.6,"2,203",62.9,11.6
299,Saint Peter's (MAAC),30,9-21,"1,788",59.6,"1,972",65.7,-6.1
131,Sam Houston (Southland),34,17-17,"2,168",63.8,"2,080",61.2,2.6
281,Samford (SoCon),32,11-21,"1,957",61.2,"2,114",66.1,-4.9
47,San Diego St. (Mountain West),34,23-11,"2,356",69.3,"2,077",61.1,8.2
221,San Diego (WCC),34,16-18,"2,215",65.1,"2,260",66.5,-1.3
172,San Francisco (WCC),31,15-16,"2,161",69.7,"2,141",69.1,0.6
304,San Jose St. (WAC),29,9-20,"1,802",62.1,"1,999",68.9,-6.8
64,Santa Clara (WCC),38,26-12,"2,827",74.4,"2,577",67.8,6.6
157,Savannah St. (MEAC),34,19-15,"1,931",56.8,"1,887",55.5,1.3
250,Seattle U (WAC),30,8-22,"1,966",65.5,"2,058",68.6,-3.1
199,Seton Hall (AAC),33,15-18,"2,136",64.7,"2,150",65.2,-0.4
6,SFA (Southland),32,27-5,"2,075",64.8,"1,639",51.2,13.6
323,Siena (MAAC),32,8-24,"1,921",60,"2,189",68.4,-8.4
278,SIUE (OVC),27,9-18,"1,699",62.9,"1,827",67.7,-4.7
146,SMU (C-USA),32,15-17,"2,064",64.5,"2,007",62.7,1.8
171,South Alabama (Sun Belt),30,17-13,"2,060",68.7,"2,040",68,0.7
336,South Carolina St. (MEAC),30,6-24,"1,808",60.3,"2,135",71.2,-10.9
246,South Carolina (SEC),32,14-18,"2,115",66.1,"2,205",68.9,-2.8
54,South Dakota St. (Summit League),35,25-10,"2,568",73.4,"2,300",65.7,7.7
253,South Dakota (Summit League),30,10-20,"2,113",70.4,"2,208",73.6,-3.2
256,South Fla. (AAC),31,12-19,"1,822",58.8,"1,928",62.2,-3.4
129,Southeast Mo. St. (OVC),33,17-16,"2,446",74.1,"2,360",71.5,2.6
280,Southeastern La. (Southland),31,13-18,"1,965",63.4,"2,113",68.2,-4.8
231,Southern California (Pac-12),32,14-18,"2,101",65.7,"2,163",67.6,-1.9
229,Southern Ill. (MVC),31,14-17,"1,964",63.4,"2,019",65.1,-1.8
21,Southern Miss. (C-USA),37,27-10,"2,733",73.9,"2,348",63.5,10.4
24,Southern U. (SWAC),33,23-10,"2,223",67.4,"1,890",57.3,10.1
286,Southern Utah (Big Sky),31,11-20,"2,066",66.6,"2,230",71.9,-5.3
169,St. Bonaventure (Atlantic 10),29,14-15,"2,109",72.7,"2,088",72,0.7
216,St. Francis Brooklyn (NEC),30,12-18,"2,108",70.3,"2,143",71.4,-1.2
223,St. John's (NY) (AAC),33,17-16,"2,138",64.8,"2,183",66.2,-1.4
101,Stanford (Pac-12),34,19-15,"2,397",70.5,"2,260",66.5,4
218,Stetson (ASUN),31,15-16,"2,180",70.3,"2,218",71.5,-1.2
20,Stony Brook (America East),33,25-8,"2,245",68,"1,898",57.5,10.5
14,Syracuse (AAC),40,30-10,"2,816",70.4,"2,347",58.7,11.7
313,TCU (Big 12),32,11-21,"1,761",55,"2,002",62.6,-7.5
94,Temple (Atlantic 10),34,24-10,"2,456",72.2,"2,309",67.9,4.3
151,Tennessee St. (OVC),33,18-15,"2,360",71.5,"2,308",69.9,1.6
240,Tennessee Tech (OVC),29,12-17,"1,878",64.8,"1,951",67.3,-2.5
123,Tennessee (SEC),33,20-13,"2,189",66.3,"2,091",63.4,3
150,Texas A&M (SEC),33,18-15,"2,103",63.7,"2,049",62.1,1.6
81,Texas Southern (SWAC),31,17-14,"2,179",70.3,"2,019",65.1,5.2
276,Texas St. (WAC),34,12-22,"2,398",70.5,"2,558",75.2,-4.7
309,Texas Tech (Big 12),31,11-20,"2,026",65.4,"2,256",72.8,-7.4
189,Texas (Big 12),34,16-18,"2,229",65.6,"2,232",65.6,-0.1
325,The Citadel (SoCon),30,8-22,"1,931",64.4,"2,195",73.2,-8.8
173,Toledo (MAC),28,15-13,"1,928",68.9,"1,911",68.3,0.6
141,Towson (CAA),31,18-13,"2,125",68.5,"2,066",66.6,1.9
279,Troy (Sun Belt),33,12-21,"2,046",62,"2,203",66.8,-4.8
103,Tulane (C-USA),35,20-15,"2,436",69.6,"2,299",65.7,3.9
193,Tulsa (C-USA),33,17-16,"2,241",67.9,"2,249",68.2,-0.2
181,UAB (C-USA),33,16-17,"2,357",71.4,"2,351",71.2,0.2
207,UC Davis (Big West),31,14-17,"2,210",71.3,"2,239",72.2,-0.9
105,UC Irvine (Big West),37,21-16,"2,558",69.1,"2,418",65.4,3.8
312,UC Riverside (Big West),31,6-25,"1,829",59,"2,062",66.5,-7.5
245,UC Santa Barbara (Big West),31,11-20,"2,003",64.6,"2,090",67.4,-2.8
106,UCF (C-USA),31,20-11,"2,194",70.8,"2,079",67.1,3.7
85,UCLA (Pac-12),35,25-10,"2,604",74.4,"2,427",69.3,5.1
91,UConn (AAC),30,20-10,"2,096",69.9,"1,962",65.4,4.5
185,UIC (Horizon),34,18-16,"2,136",62.8,"2,134",62.8,0.1
339,ULM (Sun Belt),27,4-23,"1,621",60,"1,959",72.6,-12.5
317,UMBC (America East),31,8-23,"1,970",63.5,"2,216",71.5,-7.9
343,UMES (MEAC),28,2-26,"1,535",54.8,"1,941",69.3,-14.5
130,UNC Asheville (Big South),32,16-16,"2,296",71.8,"2,213",69.2,2.6
233,UNC Greensboro (SoCon),31,9-22,"2,222",71.7,"2,286",73.7,-2.1
305,UNCW (CAA),30,10-20,"1,899",63.3,"2,111",70.4,-7.1
89,UNI (MVC),36,21-15,"2,400",66.7,"2,229",61.9,4.8
45,UNLV (Mountain West),35,25-10,"2,496",71.3,"2,206",63,8.3
108,USC Upstate (ASUN),33,16-17,"2,315",70.2,"2,194",66.5,3.7
152,UT Arlington (WAC),33,19-14,"2,121",64.3,"2,072",62.8,1.5
330,UT Martin (OVC),30,9-21,"2,008",66.9,"2,295",76.5,-9.6
80,Utah St. (WAC),31,21-10,"2,134",68.8,"1,971",63.6,5.3
194,Utah Valley (GWC),32,14-18,"2,157",67.4,"2,165",67.7,-0.3
164,Utah (Pac-12),33,15-18,"2,117",64.2,"2,086",63.2,0.9
133,UTEP (C-USA),32,18-14,"2,042",63.8,"1,970",61.6,2.3
227,UTRGV (GWC),32,16-16,"2,101",65.7,"2,155",67.3,-1.7
288,UTSA (WAC),32,10-22,"2,048",64,"2,223",69.5,-5.5
38,Valparaiso (Horizon),34,26-8,"2,420",71.2,"2,119",62.3,8.9
180,Vanderbilt (SEC),33,16-17,"1,991",60.3,"1,984",60.1,0.2
10,VCU (Atlantic 10),36,27-9,"2,770",76.9,"2,323",64.5,12.4
93,Vermont (America East),33,21-12,"2,097",63.5,"1,954",59.2,4.3
126,Villanova (AAC),34,20-14,"2,307",67.9,"2,214",65.1,2.7
274,Virginia Tech (ACC),32,13-19,"2,248",70.3,"2,393",74.8,-4.5
40,Virginia (ACC),35,23-12,"2,248",64.2,"1,945",55.6,8.7
178,VMI (Big South),31,14-17,"2,423",78.2,"2,411",77.8,0.4
144,Wagner (NEC),31,19-12,"2,136",68.9,"2,079",67.1,1.8
243,Wake Forest (ACC),31,13-18,"2,093",67.5,"2,178",70.3,-2.7
154,Washington St. (Pac-12),32,13-19,"2,061",64.4,"2,015",63,1.4
170,Washington (Pac-12),34,18-16,"2,309",67.9,"2,285",67.2,0.7
5,Weber St. (Big Sky),37,30-7,"2,800",75.7,"2,275",61.5,14.2
231,West Virginia (Big 12),32,13-19,"2,116",66.1,"2,178",68.1,-1.9
196,Western Caro. (SoCon),33,14-19,"2,288",69.3,"2,299",69.7,-0.3
74,Western Ill. (Summit League),31,22-9,"1,845",59.5,"1,663",53.6,5.9
160,Western Ky. (Sun Belt),36,20-16,"2,409",66.9,"2,364",65.7,1.3
121,Western Mich. (MAC),35,22-13,"2,343",66.9,"2,237",63.9,3
41,Wichita St. (MVC),39,30-9,"2,720",69.7,"2,385",61.2,8.6
176,William & Mary (CAA),30,13-17,"2,064",68.8,"2,048",68.3,0.5
218,Winthrop (Big South),31,14-17,"1,859",60,"1,897",61.2,-1.2
35,Wisconsin (Big Ten),35,23-12,"2,274",65,"1,958",55.9,9
