Rank,Team,GM,W-L,REB,RPG,OPP REB,OPP RPG,REB MAR
103,Brown (Ivy League),28,13-15,"1,002",35.8,930,33.2,2.6
127,Bryant (NEC),31,19-12,"1,055",34,"1,006",32.5,1.6
30,Bucknell (Patriot),34,28-6,"1,230",36.2,"1,042",30.6,5.5
64,Buffalo (MAC),34,14-20,"1,207",35.5,"1,081",31.8,3.7
11,Butler (Atlantic 10),36,27-9,"1,320",36.7,"1,057",29.4,7.3
61,BYU (WCC),36,24-12,"1,399",38.9,"1,259",35,3.9
150,Cal Poly (Big West),32,18-14,"1,008",31.5,979,30.6,0.9
338,Cal St. Fullerton (Big West),32,14-18,954,29.8,"1,156",36.1,-6.3
93,California (Pac-12),33,21-12,"1,228",37.2,"1,133",34.3,2.9
256,Campbell (Big South),33,13-20,"1,120",33.9,"1,186",35.9,-2
145,Canisius (MAAC),34,20-14,"1,172",34.5,"1,136",33.4,1.1
267,Central Ark. (Southland),30,13-17,"1,160",38.7,"1,235",41.2,-2.5
337,Central Conn. St. (NEC),30,13-17,"1,037",34.6,"1,222",40.7,-6.2
280,Central Mich. (MAC),31,11-20,980,31.6,"1,074",34.6,-3
57,Charleston So. (Big South),32,19-13,"1,254",39.2,"1,127",35.2,4
50,Charlotte (Atlantic 10),33,21-12,"1,243",37.7,"1,104",33.5,4.2
46,Chattanooga (SoCon),32,13-19,"1,213",37.9,"1,069",33.4,4.5
286,Chicago St. (GWC),33,11-22,"1,093",33.1,"1,205",36.5,-3.4
22,Cincinnati (AAC),34,22-12,"1,351",39.7,"1,139",33.5,6.2
169,Clemson (ACC),31,13-18,"1,034",33.4,"1,030",33.2,0.1
234,Cleveland St. (Horizon),32,14-18,"1,002",31.3,"1,049",32.8,-1.5
26,Coastal Carolina (Big South),29,14-15,"1,083",37.3,919,31.7,5.7
32,Col. of Charleston (SoCon),35,24-11,"1,301",37.2,"1,111",31.7,5.4
171,Colgate (Patriot),32,11-21,"1,129",35.3,"1,127",35.2,0.1
1,Colorado St. (Mountain West),35,26-9,"1,400",40,984,28.1,11.9
78,Colorado (Pac-12),33,21-12,"1,227",37.2,"1,119",33.9,3.3
146,Columbia (Ivy League),28,12-16,879,31.4,850,30.4,1
344,Coppin St. (MEAC),32,8-24,"1,061",33.2,"1,335",41.7,-8.6
222,Cornell (Ivy League),31,13-18,"1,005",32.4,"1,041",33.6,-1.2
44,Creighton (MVC),36,28-8,"1,263",35.1,"1,099",30.5,4.6
168,CSU Bakersfield (Independent),30,14-16,"1,021",34,"1,017",33.9,0.1
94,CSUN (Big West),31,14-17,"1,143",36.9,"1,055",34,2.8
262,Dartmouth (Ivy League),28,9-19,876,31.3,937,33.5,-2.2
114,Davidson (SoCon),34,26-8,"1,145",33.7,"1,078",31.7,2
63,Dayton (Atlantic 10),31,17-14,"1,062",34.3,943,30.4,3.8
272,Delaware St. (MEAC),33,15-18,"1,055",32,"1,142",34.6,-2.6
115,Delaware (CAA),33,19-14,"1,242",37.6,"1,177",35.7,2
335,Denver (WAC),32,22-10,802,25.1,995,31.1,-6
302,DePaul (AAC),32,11-21,"1,095",34.2,"1,220",38.1,-3.9
204,Detroit Mercy (Horizon),33,20-13,"1,086",32.9,"1,111",33.7,-0.8
274,Drake (MVC),32,15-17,"1,009",31.5,"1,096",34.3,-2.7
68,Drexel (CAA),31,13-18,"1,054",34,944,30.5,3.5
219,Duke (ACC),36,30-6,"1,208",33.6,"1,249",34.7,-1.1
260,Duquesne (Atlantic 10),30,8-22,"1,076",35.9,"1,139",38,-2.1
247,East Carolina (C-USA),35,23-12,"1,256",35.9,"1,316",37.6,-1.7
193,Eastern Ill. (OVC),32,11-21,953,29.8,969,30.3,-0.5
330,Eastern Ky. (OVC),35,25-10,964,27.5,"1,164",33.3,-5.7
214,Eastern Mich. (MAC),34,16-18,"1,138",33.5,"1,173",34.5,-1
309,Eastern Wash. (Big Sky),31,10-21,"1,113",35.9,"1,242",40.1,-4.2
230,Elon (SoCon),33,21-12,"1,140",34.5,"1,186",35.9,-1.4
334,ETSU (ASUN),32,10-22,986,30.8,"1,176",36.8,-5.9
186,Evansville (MVC),36,21-15,"1,208",33.6,"1,218",33.8,-0.3
153,Fairfield (MAAC),35,19-16,"1,167",33.3,"1,140",32.6,0.8
343,Fairleigh Dickinson (NEC),31,7-24,953,30.7,"1,198",38.6,-7.9
151,FGCU (ASUN),37,26-11,"1,343",36.3,"1,313",35.5,0.8
298,FIU (Sun Belt),32,18-14,"1,044",32.6,"1,164",36.4,-3.8
157,Fla. Atlantic (Sun Belt),32,14-18,"1,168",36.5,"1,151",36,0.5
322,Florida A&M (MEAC),31,8-23,"1,091",35.2,"1,242",40.1,-4.9
273,Florida St. (ACC),34,18-16,"1,052",30.9,"1,142",33.6,-2.6
38,Florida (SEC),37,29-8,"1,297",35.1,"1,117",30.2,4.9
109,Fordham (Atlantic 10),31,7-24,"1,165",37.6,"1,096",35.4,2.2
293,Fresno St. (Mountain West),30,11-19,969,32.3,"1,078",35.9,-3.6
283,Furman (SoCon),31,7-24,974,31.4,"1,077",34.7,-3.3
255,Ga. Southern (SoCon),33,14-19,"1,057",32,"1,122",34,-2
80,Gardner-Webb (Big South),34,21-13,"1,204",35.4,"1,096",32.2,3.2
138,George Mason (CAA),38,22-16,"1,321",34.8,"1,275",33.6,1.2
35,George Washington (Atlantic 10),30,13-17,"1,129",37.6,973,32.4,5.2
141,Georgetown (AAC),32,25-7,"1,060",33.1,"1,023",32,1.2
254,Georgia St. (CAA),31,15-16,985,31.8,"1,044",33.7,-1.9
96,Georgia Tech (ACC),31,16-15,"1,155",37.3,"1,069",34.5,2.8
104,Georgia (SEC),32,15-17,"1,132",35.4,"1,054",32.9,2.4
9,Gonzaga (WCC),35,32-3,"1,310",37.4,"1,045",29.9,7.6
341,Grambling (SWAC),28,0-28,874,31.2,"1,074",38.4,-7.1
45,Green Bay (Horizon),34,18-16,"1,193",35.1,"1,039",30.6,4.5
129,Hampton (MEAC),31,14-17,"1,196",38.6,"1,149",37.1,1.5
307,Hartford (America East),31,17-14,920,29.7,"1,046",33.7,-4.1
232,Harvard (Ivy League),30,20-10,882,29.4,925,30.8,-1.4
25,Hawaii (Big West),32,17-15,"1,236",38.6,"1,055",33,5.7
96,High Point (Big South),31,17-14,"1,155",37.3,"1,069",34.5,2.8
223,Hofstra (CAA),32,7-25,"1,110",34.7,"1,150",35.9,-1.3
172,Holy Cross (Patriot),30,12-18,"1,002",33.4,"1,001",33.4,0
152,Houston Baptist (GWC),31,14-17,"1,113",35.9,"1,089",35.1,0.8
81,Houston (C-USA),33,20-13,"1,278",38.7,"1,174",35.6,3.2
173,Howard (MEAC),31,7-24,"1,053",34,"1,052",33.9,0
333,Idaho St. (Big Sky),30,6-24,855,28.5,"1,033",34.4,-5.9
40,Idaho (WAC),30,12-18,"1,030",34.3,886,29.5,4.8
212,Illinois St. (MVC),33,18-15,"1,159",35.1,"1,191",36.1,-1
219,Illinois (Big Ten),36,23-13,"1,215",33.8,"1,256",34.9,-1.1
200,Indiana St. (MVC),33,18-15,"1,111",33.7,"1,133",34.3,-0.7
11,Indiana (Big Ten),36,29-7,"1,378",38.3,"1,115",31,7.3
174,Iona (MAAC),34,20-14,"1,229",36.1,"1,228",36.1,0
42,Iowa St. (Big 12),35,23-12,"1,341",38.3,"1,179",33.7,4.6
41,Iowa (Big Ten),38,25-13,"1,484",39.1,"1,307",34.4,4.7
342,IUPUI (Summit League),32,6-26,930,29.1,"1,159",36.2,-7.2
339,Jackson St. (SWAC),29,11-18,930,32.1,"1,117",38.5,-6.4
323,Jacksonville St. (OVC),28,17-11,805,28.8,944,33.7,-5
157,Jacksonville (ASUN),32,14-18,"1,154",36.1,"1,137",35.5,0.5
245,James Madison (CAA),36,21-15,"1,179",32.8,"1,237",34.4,-1.6
217,Kansas City (Summit League),32,8-24,983,30.7,"1,019",31.8,-1.1
76,Kansas St. (Big 12),35,27-8,"1,235",35.3,"1,120",32,3.3
20,Kansas (Big 12),37,31-6,"1,450",39.2,"1,219",32.9,6.2
305,Kennesaw St. (ASUN),30,3-27,913,30.4,"1,032",34.4,-4
139,Kent St. (MAC),35,21-14,"1,240",35.4,"1,198",34.2,1.2
48,Kentucky (SEC),33,21-12,"1,249",37.8,"1,107",33.5,4.3
301,La Salle (Atlantic 10),34,24-10,"1,062",31.2,"1,192",35.1,-3.8
306,Lafayette (Patriot),34,19-15,"1,014",29.8,"1,149",33.8,-4
198,Lamar University (Southland),31,3-28,"1,138",36.7,"1,158",37.4,-0.6
278,Lehigh (Patriot),31,21-10,"1,016",32.8,"1,104",35.6,-2.8
203,Liberty (Big South),36,15-21,"1,278",35.5,"1,304",36.2,-0.7
83,Lipscomb (ASUN),30,12-18,"1,146",38.2,"1,052",35.1,3.1
202,Little Rock (Sun Belt),32,17-15,"1,097",34.3,"1,119",35,-0.7
123,LIU (NEC),34,20-14,"1,203",35.4,"1,147",33.7,1.6
166,LMU (CA) (WCC),34,11-23,"1,196",35.2,"1,190",35,0.2
227,Long Beach St. (Big West),33,19-14,"1,151",34.9,"1,195",36.2,-1.3
281,Longwood (Big South),33,8-25,"1,097",33.2,"1,199",36.3,-3.1
170,Louisiana Tech (WAC),34,27-7,"1,303",38.3,"1,299",38.2,0.1
317,Louisiana (Sun Belt),33,13-20,"1,128",34.2,"1,280",38.8,-4.6
66,Louisville (AAC),40,35-5,"1,471",36.8,"1,327",33.2,3.6
99,Loyola Chicago (Horizon),31,15-16,"1,030",33.2,947,30.5,2.7
156,Loyola Maryland (MAAC),35,23-12,"1,210",34.6,"1,188",33.9,0.6
194,LSU (SEC),31,19-12,"1,150",37.1,"1,166",37.6,-0.5
148,Maine (America East),30,11-19,"1,117",37.2,"1,088",36.3,1
189,Manhattan (MAAC),32,14-18,"1,027",32.1,"1,038",32.4,-0.3
314,Marist (MAAC),31,10-21,"1,018",32.8,"1,152",37.2,-4.3
42,Marquette (AAC),35,26-9,"1,240",35.4,"1,078",30.8,4.6
132,Marshall (C-USA),32,13-19,"1,214",37.9,"1,168",36.5,1.4
5,Maryland (ACC),38,25-13,"1,534",40.4,"1,209",31.8,8.6
162,Massachusetts (Atlantic 10),33,21-12,"1,217",36.9,"1,206",36.5,0.3
309,McNeese (Southland),31,14-17,"1,090",35.2,"1,219",39.3,-4.2
55,Memphis (C-USA),36,31-5,"1,349",37.5,"1,205",33.5,4
179,Mercer (ASUN),36,24-12,"1,160",32.2,"1,165",32.4,-0.1
84,Miami (FL) (ACC),36,29-7,"1,287",35.8,"1,175",32.6,3.1
320,Miami (OH) (MAC),31,9-22,910,29.4,"1,057",34.1,-4.7
10,Michigan St. (Big Ten),36,27-9,"1,361",37.8,"1,089",30.3,7.6
89,Michigan (Big Ten),39,31-8,"1,366",35,"1,251",32.1,2.9
24,Middle Tenn. (Sun Belt),34,28-6,"1,243",36.6,"1,049",30.9,5.7
318,Milwaukee (Horizon),32,8-24,"1,064",33.3,"1,214",37.9,-4.7
8,Minnesota (Big Ten),34,21-13,"1,308",38.5,"1,048",30.8,7.6
304,Mississippi St. (SEC),32,10-22,"1,065",33.3,"1,191",37.2,-3.9
332,Mississippi Val. (SWAC),28,5-23,948,33.9,"1,112",39.7,-5.9
316,Missouri St. (MVC),33,11-22,981,29.7,"1,130",34.2,-4.5
4,Missouri (SEC),34,23-11,"1,386",40.8,"1,093",32.1,8.6
328,Monmouth (NEC),31,10-21,"1,012",32.6,"1,184",38.2,-5.5
264,Montana St. (Big Sky),30,13-17,965,32.2,"1,034",34.5,-2.3
231,Montana (Big Sky),32,25-7,999,31.2,"1,044",32.6,-1.4
23,Morehead St. (OVC),33,15-18,"1,223",37.1,"1,027",31.1,5.9
128,Morgan St. (MEAC),32,17-15,"1,189",37.2,"1,139",35.6,1.6
329,Mount St. Mary's (NEC),32,18-14,937,29.3,"1,115",34.8,-5.6
112,Murray St. (OVC),31,21-10,"1,112",35.9,"1,049",33.8,2
239,N.C. A&T (MEAC),37,20-17,"1,293",34.9,"1,350",36.5,-1.5
110,N.C. Central (MEAC),31,22-9,"1,014",32.7,946,30.5,2.2
336,Navy (Patriot),31,8-23,921,29.7,"1,110",35.8,-6.1
82,NC State (ACC),35,24-11,"1,286",36.7,"1,176",33.6,3.1
294,Nebraska (Big Ten),33,15-18,"1,041",31.5,"1,161",35.2,-3.6
249,Nevada (Mountain West),31,12-19,"1,028",33.2,"1,082",34.9,-1.7
259,New Hampshire (America East),29,9-20,"1,009",34.8,"1,069",36.9,-2.1
16,New Mexico St. (WAC),35,24-11,"1,320",37.7,"1,092",31.2,6.5
107,New Mexico (Mountain West),35,29-6,"1,232",35.2,"1,151",32.9,2.3
276,New Orleans (Independent),26,8-18,909,35,982,37.8,-2.8
253,Niagara (MAAC),33,19-14,"1,166",35.3,"1,228",37.2,-1.9
308,Nicholls (Southland),30,9-21,949,31.6,"1,072",35.7,-4.1
75,NJIT (GWC),29,16-13,"1,137",39.2,"1,041",35.9,3.3
240,Norfolk St. (MEAC),33,21-12,"1,190",36.1,"1,241",37.6,-1.5
124,North Carolina (ACC),36,25-11,"1,387",38.5,"1,328",36.9,1.6
37,North Dakota St. (Summit League),34,24-10,"1,164",34.2,991,29.1,5.1
250,North Dakota (Big Sky),33,16-17,"1,125",34.1,"1,184",35.9,-1.8
313,North Florida (ASUN),32,13-19,"1,036",32.4,"1,174",36.7,-4.3
147,North Texas (Sun Belt),32,12-20,"1,187",37.1,"1,155",36.1,1
279,Northeastern (CAA),33,20-13,990,30,"1,085",32.9,-2.9
287,Northern Ariz. (Big Sky),32,11-21,"1,040",32.5,"1,149",35.9,-3.4
121,Northern Colo. (Big Sky),31,13-18,"1,055",34,"1,002",32.3,1.7
159,Northern Ill. (MAC),30,5-25,"1,004",33.5,990,33,0.5
177,Northwestern St. (Southland),32,23-9,"1,245",38.9,"1,249",39,-0.1
340,Northwestern (Big Ten),32,13-19,981,30.7,"1,199",37.5,-6.8
51,Notre Dame (AAC),35,25-10,"1,267",36.2,"1,120",32,4.2
205,Oakland (Summit League),33,16-17,"1,078",32.7,"1,106",33.5,-0.8
87,Ohio St. (Big Ten),37,29-8,"1,306",35.3,"1,196",32.3,3
311,Ohio (MAC),34,24-10,"1,062",31.2,"1,206",35.5,-4.2
133,Oklahoma St. (Big 12),33,24-9,"1,197",36.3,"1,152",34.9,1.4
131,Oklahoma (Big 12),32,20-12,"1,168",36.5,"1,121",35,1.5
92,Old Dominion (CAA),30,5-25,"1,107",36.9,"1,020",34,2.9
134,Ole Miss (SEC),36,27-9,"1,400",38.9,"1,351",37.5,1.4
52,Oral Roberts (Southland),35,20-15,"1,256",35.9,"1,111",31.7,4.1
126,Oregon St. (Pac-12),32,14-18,"1,185",37,"1,134",35.4,1.6
20,Oregon (Pac-12),37,28-9,"1,389",37.5,"1,158",31.3,6.2
181,Pacific (Big West),35,22-13,"1,127",32.2,"1,133",32.4,-0.2
135,Penn St. (Big Ten),31,10-21,"1,082",34.9,"1,040",33.5,1.4
292,Penn (Ivy League),31,9-22,976,31.5,"1,088",35.1,-3.6
154,Pepperdine (WCC),30,12-18,"1,027",34.2,"1,006",33.5,0.7
14,Pittsburgh (AAC),33,24-9,"1,163",35.2,942,28.5,6.7
229,Portland St. (Big Sky),28,8-20,871,31.1,910,32.5,-1.4
100,Portland (WCC),32,11-21,"1,124",35.1,"1,039",32.5,2.7
58,Prairie View (SWAC),34,15-19,"1,372",40.4,"1,239",36.4,3.9
321,Presbyterian (Big South),32,8-24,912,28.5,"1,066",33.3,-4.8
108,Princeton (Ivy League),28,17-11,867,31,803,28.7,2.3
73,Providence (AAC),34,19-15,"1,291",38,"1,177",34.6,3.4
90,Purdue Fort Wayne (Summit League),33,16-17,"1,119",33.9,"1,022",31,2.9
34,Purdue (Big Ten),34,16-18,"1,325",39,"1,148",33.8,5.2
2,Quinnipiac (NEC),31,15-16,"1,306",42.1,985,31.8,10.4
192,Radford (Big South),32,13-19,"1,173",36.7,"1,188",37.1,-0.5
327,Rhode Island (Atlantic 10),29,8-21,927,32,"1,085",37.4,-5.4
345,Rice (C-USA),31,5-26,799,25.8,"1,169",37.7,-11.9
331,Richmond (Atlantic 10),34,19-15,979,28.8,"1,175",34.6,-5.8
167,Rider (MAAC),34,19-15,"1,149",33.8,"1,144",33.6,0.1
256,Robert Morris (NEC),35,24-11,"1,101",31.5,"1,171",33.5,-2
136,Rutgers (AAC),31,15-16,"1,061",34.2,"1,023",33,1.2
207,Sacramento St. (Big Sky),29,14-15,982,33.9,"1,008",34.8,-0.9
228,Sacred Heart (NEC),29,9-20,"1,000",34.5,"1,040",35.9,-1.4
326,Saint Francis (PA) (NEC),29,5-24,862,29.7,"1,017",35.1,-5.3
161,Saint Joseph's (Atlantic 10),32,18-14,"1,117",34.9,"1,105",34.5,0.4
182,Saint Louis (Atlantic 10),35,28-7,"1,144",32.7,"1,151",32.9,-0.2
6,Saint Mary's (CA) (WCC),35,28-7,"1,295",37,"1,000",28.6,8.4
282,Saint Peter's (MAAC),30,9-21,945,31.5,"1,041",34.7,-3.2
73,Sam Houston (Southland),34,17-17,"1,273",37.4,"1,159",34.1,3.4
319,Samford (SoCon),32,11-21,921,28.8,"1,072",33.5,-4.7
65,San Diego St. (Mountain West),34,23-11,"1,253",36.9,"1,128",33.2,3.7
244,San Diego (WCC),34,16-18,"1,099",32.3,"1,153",33.9,-1.6
266,San Francisco (WCC),31,15-16,"1,007",32.5,"1,084",35,-2.5
178,San Jose St. (WAC),29,9-20,"1,064",36.7,"1,068",36.8,-0.1
180,Santa Clara (WCC),38,26-12,"1,315",34.6,"1,321",34.8,-0.2
111,Savannah St. (MEAC),34,19-15,"1,154",33.9,"1,084",31.9,2.1
33,Seattle U (WAC),30,8-22,"1,201",40,"1,041",34.7,5.3
188,Seton Hall (AAC),33,15-18,"1,106",33.5,"1,116",33.8,-0.3
13,SFA (Southland),32,27-5,"1,149",35.9,928,29,6.9
191,Siena (MAAC),32,8-24,"1,082",33.8,"1,096",34.3,-0.4
263,SIUE (OVC),27,9-18,855,31.7,914,33.9,-2.2
102,SMU (C-USA),32,15-17,"1,082",33.8,999,31.2,2.6
101,South Alabama (Sun Belt),30,17-13,"1,131",37.7,"1,053",35.1,2.6
225,South Carolina St. (MEAC),30,6-24,"1,087",36.2,"1,125",37.5,-1.3
91,South Carolina (SEC),32,14-18,"1,138",35.6,"1,045",32.7,2.9
54,South Dakota St. (Summit League),35,25-10,"1,210",34.6,"1,069",30.5,4
291,South Dakota (Summit League),30,10-20,936,31.2,"1,043",34.8,-3.6
289,South Fla. (AAC),31,12-19,"1,012",32.6,"1,119",36.1,-3.5
175,Southeast Mo. St. (OVC),33,17-16,"1,216",36.8,"1,217",36.9,0
283,Southeastern La. (Southland),31,13-18,"1,033",33.3,"1,136",36.6,-3.3
176,Southern California (Pac-12),32,14-18,"1,130",35.3,"1,131",35.3,0
243,Southern Ill. (MVC),31,14-17,931,30,980,31.6,-1.6
29,Southern Miss. (C-USA),37,27-10,"1,322",35.7,"1,117",30.2,5.5
195,Southern U. (SWAC),33,23-10,"1,153",34.9,"1,171",35.5,-0.5
88,Southern Utah (Big Sky),31,11-20,"1,166",37.6,"1,074",34.6,3
215,St. Bonaventure (Atlantic 10),29,14-15,940,32.4,971,33.5,-1.1
208,St. Francis Brooklyn (NEC),30,12-18,"1,054",35.1,"1,082",36.1,-0.9
295,St. John's (NY) (AAC),33,17-16,"1,202",36.4,"1,323",40.1,-3.7
117,Stanford (Pac-12),34,19-15,"1,235",36.3,"1,173",34.5,1.8
113,Stetson (ASUN),31,15-16,"1,089",35.1,"1,027",33.1,2
36,Stony Brook (America East),33,25-8,"1,242",37.6,"1,072",32.5,5.2
71,Syracuse (AAC),40,30-10,"1,535",38.4,"1,394",34.9,3.5
211,TCU (Big 12),32,11-21,"1,021",31.9,"1,052",32.9,-1
242,Temple (Atlantic 10),34,24-10,"1,161",34.1,"1,214",35.7,-1.6
98,Tennessee St. (OVC),33,18-15,"1,194",36.2,"1,103",33.4,2.8
142,Tennessee Tech (OVC),29,12-17,972,33.5,939,32.4,1.1
31,Tennessee (SEC),33,20-13,"1,219",36.9,"1,039",31.5,5.5
144,Texas A&M (SEC),33,18-15,"1,100",33.3,"1,063",32.2,1.1
196,Texas Southern (SWAC),31,17-14,"1,101",35.5,"1,120",36.1,-0.6
325,Texas St. (WAC),34,12-22,"1,139",33.5,"1,320",38.8,-5.3
271,Texas Tech (Big 12),31,11-20,993,32,"1,074",34.6,-2.6
149,Texas (Big 12),34,16-18,"1,269",37.3,"1,237",36.4,0.9
256,The Citadel (SoCon),30,8-22,912,30.4,972,32.4,-2
285,Toledo (MAC),28,15-13,919,32.8,"1,014",36.2,-3.4
15,Towson (CAA),31,18-13,"1,234",39.8,"1,030",33.2,6.6
288,Troy (Sun Belt),33,12-21,"1,094",33.2,"1,207",36.6,-3.4
53,Tulane (C-USA),35,20-15,"1,235",35.3,"1,092",31.2,4.1
125,Tulsa (C-USA),33,17-16,"1,206",36.5,"1,153",34.9,1.6
120,UAB (C-USA),33,16-17,"1,212",36.7,"1,155",35,1.7
198,UC Davis (Big West),31,14-17,"1,027",33.1,"1,047",33.8,-0.6
119,UC Irvine (Big West),37,21-16,"1,428",38.6,"1,361",36.8,1.8
85,UC Riverside (Big West),31,6-25,"1,090",35.2,997,32.2,3
155,UC Santa Barbara (Big West),31,11-20,"1,078",34.8,"1,057",34.1,0.7
106,UCF (C-USA),31,20-11,"1,134",36.6,"1,061",34.2,2.4
246,UCLA (Pac-12),35,25-10,"1,276",36.5,"1,333",38.1,-1.6
290,UConn (AAC),30,20-10,993,33.1,"1,097",36.6,-3.5
224,UIC (Horizon),34,18-16,"1,147",33.7,"1,190",35,-1.3
324,ULM (Sun Belt),27,4-23,798,29.6,937,34.7,-5.1
303,UMBC (America East),31,8-23,"1,030",33.2,"1,152",37.2,-3.9
238,UMES (MEAC),28,2-26,944,33.7,987,35.3,-1.5
118,UNC Asheville (Big South),32,16-16,"1,163",36.3,"1,105",34.5,1.8
209,UNC Greensboro (SoCon),31,9-22,"1,123",36.2,"1,152",37.2,-0.9
233,UNCW (CAA),30,10-20,"1,022",34.1,"1,066",35.5,-1.5
185,UNI (MVC),36,21-15,"1,148",31.9,"1,157",32.1,-0.3
18,UNLV (Mountain West),35,25-10,"1,406",40.2,"1,181",33.7,6.4
62,USC Upstate (ASUN),33,16-17,"1,205",36.5,"1,077",32.6,3.9
72,UT Arlington (WAC),33,19-14,"1,252",37.9,"1,136",34.4,3.5
206,UT Martin (OVC),30,9-21,"1,068",35.6,"1,094",36.5,-0.9
3,Utah St. (WAC),31,21-10,"1,162",37.5,880,28.4,9.1
221,Utah Valley (GWC),32,14-18,"1,055",33,"1,092",34.1,-1.2
165,Utah (Pac-12),33,15-18,"1,132",34.3,"1,126",34.1,0.2
251,UTEP (C-USA),32,18-14,"1,004",31.4,"1,063",33.2,-1.8
312,UTRGV (GWC),32,16-16,"1,036",32.4,"1,173",36.7,-4.3
298,UTSA (WAC),32,10-22,"1,024",32,"1,144",35.8,-3.8
70,Valparaiso (Horizon),34,26-8,"1,109",32.6,989,29.1,3.5
210,Vanderbilt (SEC),33,16-17,"1,090",33,"1,121",34,-0.9
183,VCU (Atlantic 10),36,27-9,"1,244",34.6,"1,252",34.8,-0.2
47,Vermont (America East),33,21-12,"1,131",34.3,986,29.9,4.4
79,Villanova (AAC),34,20-14,"1,234",36.3,"1,125",33.1,3.2
237,Virginia Tech (ACC),32,13-19,"1,145",35.8,"1,194",37.3,-1.5
130,Virginia (ACC),35,23-12,"1,127",32.2,"1,075",30.7,1.5
268,VMI (Big South),31,14-17,"1,183",38.2,"1,261",40.7,-2.5
67,Wagner (NEC),31,19-12,"1,153",37.2,"1,042",33.6,3.6
265,Wake Forest (ACC),31,13-18,"1,008",32.5,"1,083",34.9,-2.4
116,Washington St. (Pac-12),32,13-19,"1,067",33.3,"1,004",31.4,2
55,Washington (Pac-12),34,18-16,"1,237",36.4,"1,101",32.4,4
17,Weber St. (Big Sky),37,30-7,"1,331",36,"1,093",29.5,6.4
137,West Virginia (Big 12),32,13-19,"1,121",35,"1,082",33.8,1.2
197,Western Caro. (SoCon),33,14-19,"1,141",34.6,"1,162",35.2,-0.6
143,Western Ill. (Summit League),31,22-9,937,30.2,902,29.1,1.1
77,Western Ky. (Sun Belt),36,20-16,"1,307",36.3,"1,189",33,3.3
28,Western Mich. (MAC),35,22-13,"1,289",36.8,"1,094",31.3,5.6
7,Wichita St. (MVC),39,30-9,"1,497",38.4,"1,190",30.5,7.9
164,William & Mary (CAA),30,13-17,999,33.3,993,33.1,0.2
184,Winthrop (Big South),31,14-17,"1,009",32.5,"1,016",32.8,-0.2
69,Wisconsin (Big Ten),35,23-12,"1,287",36.8,"1,163",33.2,3.5
236,Wofford (SoCon),32,13-19,"1,010",31.6,"1,058",33.1,-1.5
226,Wright St. (Horizon),36,23-13,"1,093",30.4,"1,139",31.6,-1.3
315,Wyoming (Mountain West),34,20-14,974,28.6,"1,123",33,-4.4
39,Xavier (Atlantic 10),31,17-14,"1,092",35.2,942,30.4,4.8
59,Yale (Ivy League),31,14-17,"1,073",34.6,952,30.7,3.9
248,Youngstown St. (Horizon),34,18-16,"1,199",35.3,"1,258",37,-1.7
